UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action
4715,H34128,H,303.4,311.8,1693,28.3,175,0,0.0012909503,0.12909503,Low,Normal,0.00023039401,4.5591194e-05,0.00022242652,0.00023039401,3.8504728e-05,High Air Temp + Low Temp Diff,정상 모니터링
4716,L51895,L,303.4,311.7,1476,42.3,180,0,0.0018153415,0.18153416,Low,Normal,0.00024671084,4.2383446e-05,0.00024671084,0.00016554998,5.1052422e-05,High Air Temp + Low Temp Diff,정상 모니터링
4717,L51896,L,303.4,311.6,1712,30.1,182,0,0.002909438,0.2909438,Low,Normal,0.00024228389,5.385037e-05,0.00024228389,0.00015823693,5.1052422e-05,High Air Temp + Low Temp Diff,정상 모니터링
4718,M19577,M,303.4,311.6,1425,45.4,184,0,0.03510367,3.5103672,Low,Normal,0.0007039295,0.00012725618,0.0007039295,0.0004222009,4.627967e-05,High Air Temp + Low Temp Diff,정상 모니터링
4719,L51898,L,303.3,311.6,1337,56.8,187,1,0.9960859,99.60859,Critical,HDF,0.9996458,1.7819408e-05,0.9996458,0.00014797838,0.014934446,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4720,M19579,M,303.4,311.7,1690,34.9,189,0,0.0023402749,0.23402749,Low,Normal,0.00038861885,1.8027065e-05,0.0002933155,0.00038861885,3.8807233e-05,High Air Temp + Low Temp Diff,정상 모니터링
4721,M19580,M,303.4,311.7,1353,44.1,192,1,0.97671175,97.67117,Critical,HDF,0.99981016,1.5313135e-05,0.99981016,0.00016595442,3.572095e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4722,L51901,L,303.5,311.8,1927,21.9,195,0,0.0016428846,0.16428846,Low,Normal,0.00022545503,5.9805407e-05,0.00022545503,4.0444535e-05,5.5761953e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4723,M19582,M,303.4,311.8,1391,42.7,197,0,0.060541537,6.0541534,Low,Normal,0.00035998106,2.6138767e-05,0.00035998106,0.00017892061,3.8964983e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4724,L51903,L,303.4,311.8,1366,50.9,200,1,0.995811,99.5811,Critical,HDF,0.99991024,7.935069e-05,0.99991024,6.217346e-05,0.0006422685,High Tool Wear / High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4725,L51904,L,303.4,311.9,1771,31.6,202,0,0.0023697657,0.23697656,Low,Normal,0.00023150998,0.00011784119,0.00023150998,7.688905e-05,5.20945e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4726,M19585,M,303.4,311.8,1515,42.6,204,0,0.011625413,1.1625413,Low,Normal,0.0010358405,0.0010358405,0.00023034084,0.00022836708,4.8718022e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4727,M19586,M,303.4,311.8,2133,18.3,207,0,0.08022118,8.022119,Low,Normal,0.0025821885,0.0025821885,0.00024006491,0.00011347045,8.325561e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4728,M19587,M,303.4,311.8,1341,47.0,210,1,0.9957961,99.579605,Critical,HDF,0.99974555,0.009354856,0.99974555,0.0001522531,9.18172e-05,High Tool Wear / High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4729,L51908,L,303.4,311.7,1406,47.1,213,0,0.41598365,41.598366,High,TWF,0.10147815,0.10147815,0.0036333948,7.7115954e-05,0.00017474932,High Tool Wear / High Air Temp + Low Temp Diff,공구 마모 상태 점검
4730,L51909,L,303.4,311.8,1306,61.0,215,1,0.99974626,99.974625,Critical,OSF,0.9999782,0.008639582,0.99942845,6.581969e-05,0.9999782,High Tool Wear / High Air Temp + Low Temp Diff / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
4731,L51910,L,303.3,311.7,1508,35.5,217,0,0.37791038,37.79104,Medium,TWF,0.5211565,0.5211565,0.0002790917,7.688905e-05,0.00011318343,High Tool Wear / High Air Temp + Low Temp Diff,추세 모니터링 및 예방 점검
4732,L51911,L,303.3,311.6,1301,45.1,219,1,0.9936929,99.369286,Critical,HDF,0.9998259,0.0010674364,0.9998259,5.788959e-05,0.0001593305,High Tool Wear / High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4733,L51912,L,303.3,311.7,1539,38.5,221,0,0.22021766,22.021767,Medium,TWF,0.082685605,0.082685605,0.0002790917,7.955655e-05,0.000117904245,High Tool Wear / High Air Temp + Low Temp Diff,추세 모니터링 및 예방 점검
4734,L51913,L,303.3,311.6,1484,44.6,223,0,0.049713448,4.971345,Low,Normal,0.036328666,0.036328666,0.00046979685,8.463855e-05,0.00016182438,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4735,L51914,L,303.2,311.5,1507,39.2,225,0,0.1519554,15.195539,Low,Normal,0.012435551,0.012435551,0.00029121345,0.00010297792,0.00011010237,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4736,L51915,L,303.2,311.5,1544,42.5,227,0,0.045790687,4.5790687,Low,Normal,0.01594582,0.01594582,0.0002517903,0.00010297792,0.00011010237,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4737,L51916,L,303.2,311.5,1513,37.9,0,0,0.001378912,0.1378912,Low,Normal,0.00029710832,3.1649248e-05,0.00029710832,0.00020122585,4.202164e-05,High Air Temp + Low Temp Diff,정상 모니터링
4738,M19597,M,303.2,311.5,1336,58.2,2,1,0.99805427,99.80543,Critical,HDF,0.99989915,3.4869965e-06,0.99989915,0.0006229628,0.00026619603,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4739,M19598,M,303.2,311.4,2102,19.0,5,0,0.0020352693,0.20352693,Low,Normal,0.00049502845,0.00020428728,0.00032047025,0.00049502845,2.9596102e-05,High Air Temp + Low Temp Diff,정상 모니터링
4740,L51919,L,303.2,311.4,1351,53.8,8,1,0.99809545,99.80955,Critical,HDF,0.9998939,4.647242e-06,0.9998939,9.710504e-05,5.030403e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4741,L51920,L,303.3,311.5,1601,35.2,10,0,0.00079756934,0.07975694,Low,Normal,0.0003092227,7.983948e-06,0.0003092227,7.834109e-05,4.202164e-05,High Air Temp + Low Temp Diff,정상 모니터링
4742,L51921,L,303.2,311.3,1393,52.9,12,0,0.03218916,3.218916,Low,Normal,0.0066858428,6.552368e-06,0.0066858428,0.0001231287,0.000103658305,High Air Temp + Low Temp Diff,정상 모니터링
4743,L51922,L,303.3,311.3,1592,33.7,14,0,0.0003855715,0.03855715,Low,Normal,0.00032066583,8.51561e-06,0.00032066583,0.00012690586,4.202164e-05,High Air Temp + Low Temp Diff,정상 모니터링
4744,L51923,L,303.3,311.3,1409,51.8,16,0,0.020912657,2.0912657,Low,Normal,0.0066858428,1.4273806e-05,0.0066858428,0.00012065103,4.9665727e-05,High Air Temp + Low Temp Diff,정상 모니터링
4745,L51924,L,303.3,311.3,1393,47.4,18,0,0.05733611,5.733611,Low,Normal,0.0048874714,1.2370845e-05,0.0048874714,9.82892e-05,3.8232174e-05,High Air Temp + Low Temp Diff,정상 모니터링
4746,H34159,H,303.2,311.2,1475,43.1,20,0,0.0016725129,0.16725129,Low,Normal,0.00025902907,6.9030903e-06,0.00025902907,0.00018843112,2.9596102e-05,High Air Temp + Low Temp Diff,정상 모니터링
4747,L51926,L,303.2,311.2,1427,45.6,25,0,0.021831831,2.1831832,Low,Normal,0.0007844731,1.716058e-05,0.0007844731,7.691377e-05,4.202164e-05,High Air Temp + Low Temp Diff,정상 모니터링
4748,L51927,L,303.3,311.2,1763,27.3,27,0,0.00060527446,0.060527444,Low,Normal,0.0003697632,4.013501e-05,0.0003697632,0.00012653176,4.202164e-05,High Air Temp + Low Temp Diff,정상 모니터링
4749,L51928,L,303.2,311.2,1363,46.7,29,1,0.9982887,99.82887,Critical,HDF,0.99980325,7.322632e-06,0.99980325,9.281308e-05,3.7532933e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4750,L51929,L,303.2,311.2,1404,50.9,31,0,0.027345024,2.7345023,Low,Normal,0.007995208,9.600835e-06,0.007995208,6.764454e-05,4.6230176e-05,High Air Temp + Low Temp Diff,정상 모니터링
4751,M19610,M,303.2,311.2,1688,31.9,33,0,0.0011822112,0.11822112,Low,Normal,0.00039890554,8.408266e-06,0.0003449408,0.00039890554,2.9596102e-05,High Air Temp + Low Temp Diff,정상 모니터링
4752,L51931,L,303.3,311.4,1510,37.3,36,0,0.0012849089,0.12849088,Low,Normal,0.0002920197,6.1280334e-05,0.0002920197,7.322816e-05,4.202164e-05,High Air Temp + Low Temp Diff,정상 모니터링
4753,H34166,H,303.3,311.3,1502,39.5,38,0,0.0016653126,0.16653125,Low,Normal,0.00030801518,1.61109e-05,0.00030801518,0.0001847259,2.9596102e-05,High Air Temp + Low Temp Diff,정상 모니터링
4754,H34167,H,303.2,311.4,1607,36.6,43,0,0.0010908175,0.10908175,Low,Normal,0.00029702362,9.429023e-06,0.00029702362,0.00011233003,2.9596102e-05,High Air Temp + Low Temp Diff,정상 모니터링
4755,M19614,M,303.3,311.5,1384,54.8,48,0,0.20528911,20.528912,Medium,HDF,0.00529361,4.774742e-06,0.00529361,0.00023782,0.00010875381,High Air Temp + Low Temp Diff,추세 모니터링 및 예방 점검
4756,L51935,L,303.4,311.7,1295,51.3,51,1,0.9985532,99.85532,Critical,HDF,0.99994326,4.364969e-06,0.99994326,5.993706e-05,5.1309053e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4757,H34170,H,303.4,311.7,1991,19.0,53,0,0.0008848597,0.08848597,Low,Normal,0.00027665094,0.000102967715,0.00027665094,0.00011833982,3.5956633e-05,High Air Temp + Low Temp Diff,정상 모니터링
4758,L51937,L,303.4,311.6,1497,42.8,58,0,0.0016100906,0.16100906,Low,Normal,0.00020001117,1.1156345e-05,0.00020001117,6.147507e-05,5.1052422e-05,High Air Temp + Low Temp Diff,정상 모니터링
4759,L51938,L,303.5,311.6,1465,48.7,60,0,0.003730492,0.3730492,Low,Normal,0.0013888704,1.02674385e-05,0.0013888704,3.59802e-05,5.117945e-05,High Air Temp + Low Temp Diff,정상 모니터링
4760,L51939,L,303.5,311.6,1361,46.5,62,1,0.9973411,99.73411,Critical,HDF,0.99981636,7.379993e-06,0.99981636,3.610638e-05,4.5599107e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4761,L51940,L,303.6,311.7,1546,38.5,64,0,0.0020481816,0.20481816,Low,Normal,0.00025017723,1.673002e-05,0.00025017723,5.891555e-05,5.1052422e-05,High Air Temp + Low Temp Diff,정상 모니터링
4762,H34175,H,303.7,311.9,1332,52.7,66,1,0.9981996,99.81996,Critical,HDF,0.9999186,4.977599e-06,0.9999186,6.653957e-05,3.9163395e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4763,M19622,M,303.7,312.0,2663,11.4,71,1,0.9963967,99.63967,Critical,PWF,0.99555075,0.00013285785,0.00022252346,0.99555075,3.4849672e-05,High Air Temp + Low Temp Diff,즉시 점검: RPM / Torque / Power
4764,L51943,L,303.7,312.1,1443,45.9,74,0,0.0021881328,0.21881329,Low,Normal,0.0011001889,1.3039656e-05,0.0011001889,3.8000955e-05,5.2987183e-05,High Air Temp + Low Temp Diff,정상 모니터링
4765,M19624,M,303.7,312.0,1402,48.6,76,0,0.081875294,8.18753,Low,Normal,0.0037743808,6.6164357e-06,0.0037743808,0.00015712972,3.4849672e-05,High Air Temp + Low Temp Diff,정상 모니터링
4766,L51945,L,303.7,312.0,1892,22.5,79,0,0.0010802546,0.108025454,Low,Normal,0.00019054701,3.5855348e-05,0.00019054701,5.2937285e-05,4.9480743e-05,High Air Temp + Low Temp Diff,정상 모니터링
4767,M19626,M,303.6,312.0,1645,35.7,81,0,0.0025621124,0.25621125,Low,Normal,0.00020704002,9.516487e-06,0.00020704002,0.00015535626,3.724157e-05,High Air Temp + Low Temp Diff,정상 모니터링
4768,L51947,L,303.6,311.9,1473,50.1,84,0,0.0062340917,0.62340915,Low,Normal,0.0011501751,6.955036e-06,0.0011501751,4.84354e-05,0.000105976986,High Air Temp + Low Temp Diff,정상 모니터링
4769,L51948,L,303.6,312.0,1309,52.9,86,1,0.9930195,99.30195,Critical,HDF,0.99987006,4.7029857e-06,0.99987006,5.9463964e-05,5.9177437e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4770,H34183,H,303.6,311.9,1544,37.1,88,0,0.0033561604,0.33561602,Low,Normal,0.00024247964,1.3234707e-05,0.00024247964,0.00010044105,3.4777066e-05,High Air Temp + Low Temp Diff,정상 모니터링
4771,L51950,L,303.5,311.9,1344,49.3,93,1,0.9972947,99.72947,Critical,HDF,0.99991524,4.1630105e-06,0.99991524,5.9588903e-05,5.1251103e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4772,M19631,M,303.6,311.9,1617,36.0,95,0,0.0020916117,0.20916118,Low,Normal,0.00022327495,8.098184e-06,0.00022327495,0.00018714677,3.4777066e-05,High Air Temp + Low Temp Diff,정상 모니터링
4773,M19632,M,303.6,312.0,1435,37.9,98,0,0.013125848,1.3125848,Low,Normal,0.00022415334,1.5720838e-05,0.00022415334,0.00018240887,3.724157e-05,High Air Temp + Low Temp Diff,정상 모니터링
4774,L51953,L,303.6,312.0,1391,50.3,101,0,0.04871658,4.871658,Low,Normal,0.0038545744,5.4322804e-06,0.0038545744,0.00011616743,5.292653e-05,High Air Temp + Low Temp Diff,정상 모니터링
4775,L51954,L,303.6,312.0,1827,23.3,103,0,0.00078796555,0.07879656,Low,Normal,0.00017219745,2.0727153e-05,0.00017219745,9.43311e-05,5.2876792e-05,High Air Temp + Low Temp Diff,정상 모니터링
4776,L51955,L,303.5,312.0,1761,25.8,105,0,0.00056506024,0.056506023,Low,Normal,0.00015054774,3.5519548e-05,0.00015054774,9.43311e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4777,L51956,L,303.5,312.1,1522,36.4,107,0,0.0007585273,0.07585273,Low,Normal,7.6932694e-05,7.6932694e-05,7.527153e-05,6.4146254e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4778,M19637,M,303.5,312.2,1818,23.6,109,0,0.00037134686,0.037134685,Low,Normal,0.0003104397,2.3850751e-05,6.7237954e-05,0.0003104397,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4779,H34192,H,303.6,312.2,1371,54.6,112,1,0.4122888,41.22888,High,HDF,0.76502556,8.646468e-06,0.76502556,0.00026452393,0.000112823196,High Air Temp + Low Temp Diff,온도 조건 점검
4780,L51959,L,303.7,312.3,1511,38.9,117,0,0.00062773883,0.06277388,Low,Normal,7.527153e-05,3.7963215e-05,7.527153e-05,6.461901e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4781,L51960,L,303.7,312.4,1404,46.6,119,0,0.0019956857,0.19956857,Low,Normal,0.00018396744,1.43126545e-05,3.715257e-05,0.00018396744,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4782,L51961,L,303.7,312.3,1384,45.9,121,0,0.0044426667,0.44426668,Low,Normal,0.00014423001,1.32452005e-05,0.00014423001,0.000103138016,3.908508e-05,High Air Temp + Low Temp Diff,정상 모니터링
4783,L51962,L,303.8,312.5,1368,52.6,123,0,0.005409811,0.5409811,Low,Normal,0.0010214326,6.237063e-06,0.0010214326,0.00011415983,4.7839963e-05,High Air Temp + Low Temp Diff,정상 모니터링
4784,L51963,L,303.7,312.5,1641,36.0,125,0,0.00023312675,0.023312675,Low,Normal,6.4229935e-05,6.288823e-06,5.5055978e-05,6.4229935e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4785,L51964,L,303.9,312.6,1642,32.3,127,0,0.00015336426,0.015336426,Low,Normal,6.373097e-05,8.363951e-06,5.5055978e-05,6.373097e-05,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4786,H34199,H,303.9,312.7,1401,50.0,129,0,0.0021809402,0.21809402,Low,Normal,0.00016020512,9.284009e-06,0.000100315265,0.00016020512,3.1344585e-05,High Air Temp + Low Temp Diff,정상 모니터링
4787,L51966,L,303.8,312.6,1577,41.3,134,0,0.00012543687,0.012543687,Low,Normal,0.000109732704,5.2359155e-06,4.0331917e-05,0.000109732704,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4788,L51967,L,303.7,312.6,1396,44.1,136,0,0.001093269,0.1093269,Low,Normal,8.769086e-05,4.967569e-06,4.4789133e-05,8.769086e-05,3.908508e-05,High Air Temp + Low Temp Diff,정상 모니터링
4789,H34202,H,303.7,312.6,1514,35.5,138,0,0.0005527639,0.055276386,Low,Normal,0.00012014884,5.7759727e-05,6.673657e-05,0.00012014884,3.0256353e-05,High Air Temp + Low Temp Diff,정상 모니터링
4790,L51969,L,303.8,312.8,1646,35.8,143,0,0.0002248977,0.02248977,Low,Normal,7.195819e-05,1.2195165e-05,5.7210884e-05,7.195819e-05,4.3074022e-05,High Air Temp + Low Temp Diff,정상 모니터링
4791,L51970,L,303.8,312.8,1443,40.7,145,0,0.0005954363,0.059543632,Low,Normal,8.15792e-05,2.1636506e-05,5.7210884e-05,8.15792e-05,4.3074022e-05,High Air Temp + Low Temp Diff,정상 모니터링
4792,M19651,M,303.7,312.7,1469,48.5,147,0,0.0011828634,0.118286334,Low,Normal,0.00026005623,3.3796572e-05,9.151485e-05,0.00026005623,3.616841e-05,High Air Temp + Low Temp Diff,정상 모니터링
4793,H34206,H,303.7,312.7,1564,40.2,150,0,0.00017854314,0.017854314,Low,Normal,0.0001451742,7.0994924e-06,5.4291642e-05,0.0001451742,3.033731e-05,High Air Temp + Low Temp Diff,정상 모니터링
4794,H34207,H,303.6,312.6,1498,40.2,155,0,0.000289894,0.0289894,Low,Normal,0.0001330224,1.9192745e-05,5.7309117e-05,0.0001330224,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4795,L51974,L,303.6,312.6,1699,27.9,160,0,0.000432846,0.0432846,Low,Normal,5.7544927e-05,5.7544927e-05,5.5055978e-05,4.0304923e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4796,L51975,L,303.6,312.5,1431,49.0,162,0,0.0013198339,0.13198338,Low,Normal,7.975275e-05,3.340472e-05,7.8657285e-05,7.975275e-05,6.6016815e-05,High Air Temp + Low Temp Diff,정상 모니터링
4797,L51976,L,303.5,312.4,1390,47.3,164,0,0.0034141203,0.34141204,Low,Normal,6.53869e-05,6.53869e-05,4.2510994e-05,6.483189e-05,4.8341633e-05,High Air Temp + Low Temp Diff,정상 모니터링
4798,L51977,L,303.5,312.5,1380,46.1,166,0,0.0154683655,1.5468365,Low,Normal,0.00016034418,8.179365e-05,0.00016034418,7.317302e-05,4.8341633e-05,High Air Temp + Low Temp Diff,정상 모니터링
4799,L51978,L,303.5,312.5,1457,46.4,168,0,0.00095119525,0.09511953,Low,Normal,0.00011652867,0.00011652867,9.383551e-05,9.176067e-05,5.313306e-05,High Air Temp + Low Temp Diff,정상 모니터링
4800,L51979,L,303.5,312.5,1418,42.2,170,0,0.00085367303,0.0853673,Low,Normal,0.00017985917,6.4313346e-05,5.9773756e-05,0.00017985917,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4801,M19660,M,303.5,312.5,1353,51.0,172,0,0.0031402302,0.31402302,Low,Normal,0.00037487905,1.5922005e-05,0.00033389733,0.00037487905,6.27504e-05,High Air Temp + Low Temp Diff,정상 모니터링
4802,L51981,L,303.5,312.4,1574,32.7,175,0,0.000118030686,0.011803068,Low,Normal,0.00018875157,1.5546048e-05,5.7210884e-05,0.00018875157,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4803,M19662,M,303.5,312.4,1318,54.2,177,0,0.0038656215,0.38656214,Low,Normal,0.0004671891,1.5455593e-05,0.0004671891,0.00034299496,0.00010983968,High Air Temp + Low Temp Diff,정상 모니터링
4804,L51983,L,303.6,312.5,1710,31.4,180,0,0.0001196166,0.011961659,Low,Normal,0.00018875157,1.1040144e-05,5.7210884e-05,0.00018875157,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4805,L51984,L,303.7,312.6,1621,38.8,182,0,0.00034748987,0.034748986,Low,Normal,0.00019529912,6.446409e-05,5.2022067e-05,0.00019529912,4.2959076e-05,High Air Temp + Low Temp Diff,정상 모니터링
4806,L51985,L,303.6,312.6,1606,33.6,184,0,0.00016802836,0.016802836,Low,Normal,0.00020342522,1.4555134e-05,5.985476e-05,0.00020342522,4.5438537e-05,High Air Temp + Low Temp Diff,정상 모니터링
4807,H34220,H,303.6,312.5,1375,54.0,186,0,0.007629419,0.7629419,Low,Normal,0.0013170531,2.7661707e-05,0.0013170531,0.00029269062,0.0011251845,High Air Temp + Low Temp Diff,정상 모니터링
4808,L51987,L,303.5,312.4,1503,36.5,191,0,0.0012246707,0.12246707,Low,Normal,0.00025879184,0.00025879184,6.644966e-05,0.00013089518,4.682428e-05,High Air Temp + Low Temp Diff,정상 모니터링
4809,L51988,L,303.5,312.3,1404,48.6,193,0,0.0038311256,0.38311255,Low,Normal,9.237469e-05,3.755162e-05,8.7368426e-05,9.237469e-05,6.456289e-05,High Air Temp + Low Temp Diff,정상 모니터링
4810,L51989,L,303.4,312.2,1656,32.7,195,0,0.000133585,0.0133585,Low,Normal,8.449823e-05,1.6360096e-05,6.644966e-05,8.449823e-05,4.682428e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4811,M19670,M,303.4,312.1,1499,39.4,197,0,0.00086631643,0.08663164,Low,Normal,0.00024557076,9.557346e-05,8.531233e-05,0.00024557076,3.2903034e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4812,M19671,M,303.4,312.0,1748,28.4,200,0,0.0011122692,0.111226924,Low,Normal,0.0007798575,0.0007798575,0.00014320757,0.00022071112,3.2903034e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4813,L51992,L,303.4,311.9,1531,37.9,203,0,0.12018613,12.018613,Low,Normal,0.03111542,0.03111542,0.00023150998,7.955655e-05,5.4673677e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4814,M19673,M,303.3,311.8,1536,40.6,205,0,0.087829955,8.782995,Low,Normal,0.002342652,0.002342652,0.00023627927,0.00022836708,4.0584742e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4815,L51994,L,303.4,311.8,1401,53.0,208,1,0.9912895,99.12895,Critical,OSF,0.996854,0.008099401,0.0026356871,7.751785e-05,0.996854,High Tool Wear / High Air Temp + Low Temp Diff / High Torque + High Tool Wear,즉시 점검: Torque 및 Tool Wear 동시 고위험
4816,H34229,H,303.4,311.9,1534,33.2,210,0,0.1136731,11.36731,Low,Normal,0.004882891,0.004882891,0.0002606614,0.00014013388,6.781699e-05,High Tool Wear / High Air Temp + Low Temp Diff,정상 모니터링
4817,L51996,L,303.4,312.0,1521,35.9,215,1,0.95878756,95.87875,Critical,TWF,0.9943399,0.9943399,0.00011416352,7.955655e-05,0.00010457578,High Tool Wear / High Air Temp + Low Temp Diff,즉시 점검: Tool Wear 과다
4818,L51997,L,303.5,312.1,1674,30.8,0,0,0.0002567625,0.025676249,Low,Normal,0.00013152062,2.2358012e-05,0.00013152062,0.00012914522,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4819,M19678,M,303.6,312.1,1967,20.9,2,0,0.0010108906,0.10108906,Low,Normal,0.00031506963,4.5528108e-05,0.00020524043,0.00031506963,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4820,L51999,L,303.6,312.2,1696,30.7,5,0,0.0003347161,0.03347161,Low,Normal,0.00013356449,2.1627717e-05,0.00013152062,0.00013356449,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4821,M19680,M,303.6,312.1,1627,32.5,7,0,0.0006464405,0.064644046,Low,Normal,0.00024289566,6.902209e-06,0.00020524043,0.00024289566,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
4822,L52001,L,303.5,311.9,1405,45.6,10,0,0.036514178,3.6514177,Low,Normal,0.0014558093,1.2346944e-05,0.0014558093,5.3783548e-05,5.2876792e-05,High Air Temp + Low Temp Diff,정상 모니터링
4823,L52002,L,303.5,311.9,1565,38.9,12,0,0.0013375717,0.13375716,Low,Normal,0.00024541837,1.6051872e-05,0.00024541837,5.3783548e-05,5.2876792e-05,High Air Temp + Low Temp Diff,정상 모니터링
4824,L52003,L,303.5,311.9,1493,38.7,14,0,0.0019564778,0.19564778,Low,Normal,0.00025905573,1.5778318e-05,0.00025905573,5.3783548e-05,5.2876792e-05,High Air Temp + Low Temp Diff,정상 모니터링
4825,L52004,L,303.4,311.8,1499,45.0,16,0,0.0026303665,0.26303664,Low,Normal,0.00065626967,1.8133433e-05,0.00065626967,5.7331526e-05,5.4670232e-05,High Air Temp + Low Temp Diff,정상 모니터링
4826,L52005,L,303.3,311.8,1692,30.6,18,0,0.00076191046,0.076191045,Low,Normal,0.00023642258,2.25301e-05,0.00023642258,4.5278925e-05,3.6483096e-05,High Air Temp + Low Temp Diff,정상 모니터링
4827,L52006,L,303.4,311.8,2268,15.8,20,0,0.001657556,0.1657556,Low,Normal,0.00027602524,8.8093075e-05,0.00027602524,4.164397e-05,5.4670232e-05,High Air Temp + Low Temp Diff,정상 모니터링
4828,L52007,L,303.4,311.8,1438,58.9,22,0,0.16973811,16.973812,Low,Normal,0.005233271,1.1017521e-05,0.005233271,4.8916758e-05,0.0009786447,High Air Temp + Low Temp Diff,정상 모니터링
4829,L52008,L,303.5,311.9,1515,39.2,24,0,0.0021106368,0.21106368,Low,Normal,0.00025905573,1.8195344e-05,0.00025905573,4.7010406e-05,5.2876792e-05,High Air Temp + Low Temp Diff,정상 모니터링
4830,L52009,L,303.4,311.9,1491,38.2,26,0,0.0025680684,0.25680685,Low,Normal,0.00024601392,1.5371586e-05,0.00024601392,6.159983e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4831,L52010,L,303.5,312.0,1756,29.7,28,0,0.0010041255,0.10041255,Low,Normal,0.00019803611,2.8590974e-05,0.00019803611,5.8915157e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4832,L52011,L,303.5,312.0,1366,54.5,30,1,0.9954592,99.54592,Critical,HDF,0.9998431,4.9870973e-06,0.9998431,4.3475724e-05,0.00017510727,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4833,L52012,L,303.5,312.0,1436,45.1,32,0,0.056490697,5.64907,Low,Normal,0.00044050295,1.3017713e-05,0.00044050295,4.755663e-05,4.2869575e-05,High Air Temp + Low Temp Diff,정상 모니터링
4834,L52013,L,303.4,311.9,1377,41.6,34,1,0.981526,98.1526,Critical,HDF,0.9943698,9.003283e-06,0.9943698,4.750301e-05,3.9003648e-05,High Air Temp + Low Temp Diff,즉시 점검: Air Temperature / Temperature Difference
4835,M19694,M,303.4,311.9,1510,42.2,36,0,0.0021549454,0.21549454,Low,Normal,0.00018817149,9.440603e-06,0.00018100669,0.00018817149,3.0193314e-05,High Air Temp + Low Temp Diff,정상 모니터링
