UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Failure_Probability,Risk_Score,Risk_Level,Predicted_Failure_Type,Max_Failure_Type_Probability,TWF_Probability,HDF_Probability,PWF_Probability,OSF_Probability,Key_Risk_Factor,Recommended_Action,Improvement_Failure_Type,Improvement_Point,Improvement_Goal,Control_Action,Improvement_Priority
4601,L51780,L,303.0,311.0,1359,44.2,115,1,0.9888525,98.885254,Critical,HDF,0.99989736,8.744794e-06,0.99989736,0.00016007562,3.8242968e-05,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4602,M19461,M,303.0,311.1,1372,54.3,117,1,0.99779797,99.7798,Critical,HDF,0.99992883,6.7376213e-06,0.99992883,0.0006582892,0.00012468391,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4603,M19462,M,303.0,311.0,1409,41.7,120,0,0.018197542,1.8197542,Low,Normal,0.00045740337,8.768519e-06,0.0003020508,0.00045740337,3.440668e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4604,H34017,H,302.9,311.0,1452,58.3,123,0,0.06019379,6.0193787,Low,Normal,0.0006660679,2.6912008e-05,0.0006660679,0.00037462005,0.00054451136,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4605,L51784,L,302.9,311.0,1820,24.6,128,0,0.00053954,0.053954,Low,Normal,0.00028736048,5.2867257e-05,0.00028736048,7.9119105e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4606,H34019,H,302.9,311.0,1469,48.7,130,0,0.004588871,0.45888707,Low,Normal,0.00079884566,7.159351e-06,0.00079884566,0.00023117449,3.474395e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4607,L51786,L,302.9,311.1,1556,45.3,135,0,0.0009317674,0.09317674,Low,Normal,0.00030094758,1.1696862e-05,0.00030094758,0.000112126174,4.5322773e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4608,L51787,L,303.0,311.1,1980,20.2,137,0,0.0006414515,0.06414515,Low,Normal,0.00026146963,3.6036516e-05,0.00026146963,0.00012328885,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4609,M19468,M,303.0,311.2,1519,38.0,139,0,0.0025714075,0.25714076,Low,Normal,0.00033715813,2.1008105e-05,0.00030102534,0.00033715813,3.440668e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4610,L51789,L,303.0,311.2,1456,44.0,142,0,0.0018293904,0.18293904,Low,Normal,0.00019264972,7.5510916e-06,0.00019264972,0.00012043241,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4611,L51790,L,303.1,311.2,1394,45.3,144,0,0.041292466,4.1292467,Low,Normal,0.0022395626,1.0741549e-05,0.0022395626,7.885788e-05,3.895785e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4612,L51791,L,303.0,311.3,1365,56.2,146,1,0.99553275,99.553276,Critical,HDF,0.9999083,8.579681e-06,0.9999083,6.564775e-05,0.00032428186,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4613,L51792,L,303.0,311.3,2194,16.5,148,0,0.0009306135,0.09306135,Low,Normal,0.00026146963,7.354756e-05,0.00026146963,8.784444e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4614,L51793,L,303.1,311.3,1403,55.6,150,0,0.108685404,10.868541,Low,Normal,0.0050707427,1.3296368e-05,0.0050707427,7.727511e-05,0.00041155316,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4615,H34028,H,303.0,311.2,1503,37.0,152,0,0.00095036865,0.095036864,Low,Normal,0.0002894985,2.2677434e-05,0.0002894985,0.0001452962,3.440668e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4616,L51795,L,303.0,311.3,1793,29.3,157,0,0.0010336078,0.10336077,Low,Normal,0.00027181336,3.6021775e-05,0.00027181336,4.3102824e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4617,L51796,L,303.1,311.4,1829,24.5,159,0,0.0006960403,0.06960403,Low,Normal,0.00025036046,5.1083636e-05,0.00025036046,4.334966e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4618,M19477,M,303.1,311.4,1831,23.3,161,0,0.0015548829,0.15548828,Low,Normal,0.00027604654,3.5546283e-05,0.00027604654,0.00014106806,3.440668e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4619,M19478,M,303.0,311.3,1335,53.6,164,1,0.9959991,99.59991,Critical,HDF,0.999928,8.0402615e-06,0.999928,0.00015573313,4.1458963e-05,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4620,H34033,H,303.1,311.3,2056,19.7,167,0,0.00071059517,0.07105952,Low,Normal,0.00028822312,8.882154e-05,0.00028822312,6.9256566e-05,3.440668e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4621,L51800,L,303.1,311.3,1336,52.6,172,1,0.9958162,99.58162,Critical,HDF,0.9999254,1.0030897e-05,0.9999254,0.00017889947,0.00017083206,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4622,L51801,L,303.0,311.2,1341,51.0,174,1,0.99550664,99.55067,Critical,HDF,0.9999126,7.756811e-06,0.9999126,0.00018366001,0.00010228922,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4623,M19482,M,303.0,311.1,1526,37.3,176,0,0.002290758,0.2290758,Low,Normal,0.0007360149,4.2401436e-05,0.00032627833,0.0007360149,3.4850305e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4624,L51803,L,303.0,311.1,1525,40.7,179,0,0.0013652003,0.13652003,Low,Normal,0.00026133403,3.2921052e-05,0.00026133403,0.00024047316,4.546151e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4625,M19484,M,303.0,311.1,1428,39.8,181,0,0.012702821,1.270282,Low,Normal,0.0006976384,2.0928817e-05,0.00032627833,0.0006976384,3.4850305e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4626,L51805,L,303.0,311.2,1511,45.7,184,0,0.0037323162,0.37323162,Low,Normal,0.00032382616,6.3679094e-05,0.00031633407,0.00032382616,4.893617e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4627,L51806,L,303.0,311.2,1664,29.8,186,0,0.0008960407,0.08960407,Low,Normal,0.00030287146,3.1272273e-05,0.00027962067,0.00030287146,5.0092774e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4628,M19487,M,303.0,311.2,1592,38.9,188,0,0.0025970764,0.25970763,Low,Normal,0.0007972301,2.3291574e-05,0.00028133983,0.0007972301,3.9145994e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4629,M19488,M,303.0,311.1,1597,36.7,191,0,0.0022950035,0.22950035,Low,Normal,0.00043423977,1.0986463e-05,0.00032627833,0.00043423977,3.9145994e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4630,L51809,L,303.0,311.2,1735,26.1,194,0,0.00074892805,0.074892804,Low,Normal,0.00027962067,5.4669817e-05,0.00027962067,0.00012174975,5.202792e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4631,L51810,L,302.9,311.2,1751,23.8,196,0,0.0011611771,0.11611771,Low,Normal,0.00027181336,9.7829055e-05,0.00027181336,7.7485776e-05,5.202792e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4632,L51811,L,303.0,311.2,1383,44.6,198,0,0.05618508,5.6185083,Low,Normal,0.0018777425,0.00025167197,0.0018777425,0.00011793077,4.515978e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4633,M19492,M,302.9,311.2,1330,53.7,200,1,0.9915479,99.154785,Critical,HDF,0.9997379,4.427765e-05,0.9997379,0.000221481,0.00023557048,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4634,L51813,L,303.0,311.2,1382,50.5,203,0,0.16066931,16.06693,Low,Normal,0.0045497925,7.3039235e-05,0.0045497925,0.00011793077,0.0005111877,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4635,L51814,L,303.0,311.2,1755,30.4,205,0,0.03842808,3.842808,Low,Normal,0.0018437594,0.0018437594,0.00027962067,0.00012663049,6.537668e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4636,M19495,M,303.0,311.2,1614,35.7,207,0,0.080922544,8.092255,Low,Normal,0.00961628,0.00961628,0.00032627833,0.00036909105,8.286734e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4637,L51816,L,303.0,311.3,1466,43.0,210,0,0.084367685,8.436769,Low,Normal,0.005645374,0.005645374,0.00033278632,0.00013188369,0.00011399144,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4638,M19497,M,303.1,311.3,1847,24.7,212,0,0.018031,1.8030999,Low,Normal,0.0022688403,0.0022688403,0.00033963207,0.00035952593,8.714493e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4639,L51818,L,303.1,311.3,1474,34.8,215,0,0.061183296,6.1183295,Low,Normal,0.032082334,0.032082334,0.00034194835,0.00012334799,0.0001243479,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4640,L51819,L,303.1,311.3,1657,31.8,217,0,0.06915953,6.915953,Low,Normal,0.04473009,0.04473009,0.00034194835,0.00012334799,0.00012893468,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4641,L51820,L,303.1,311.2,1435,40.1,219,0,0.11548774,11.548774,Low,Normal,0.00861247,0.00861247,0.00036583058,0.00012424076,0.00013441143,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4642,H34055,H,303.1,311.3,1494,42.7,221,0,0.051415548,5.141555,Low,Normal,0.009975373,0.009975373,0.00030177503,0.00019018416,9.9943754e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4643,L51822,L,303.2,311.4,1238,54.6,226,1,0.99940956,99.940956,Critical,HDF,0.9998319,0.0012213291,0.9998319,8.1810496e-05,0.99977046,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4644,L51823,L,303.2,311.4,1324,54.2,228,1,0.9996542,99.965416,Critical,OSF,0.9998617,0.0046853144,0.99964905,8.740167e-05,0.9998617,High Torque + High Tool Wear,즉시 점검 - High Torque + High Tool Wear,OSF,Torque + Tool Wear,고부하 상태에서 공구 마모 동시 관리,Torque 및 Tool Wear 동시 모니터링,Critical
4645,L51824,L,303.2,311.4,1514,41.2,230,0,0.1164809,11.64809,Low,Normal,0.062231492,0.062231492,0.00031747215,0.00013263887,0.00016188534,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4646,L51825,L,303.3,311.4,1732,25.6,232,0,0.06671643,6.6716433,Low,Normal,0.06826825,0.06826825,0.0002905844,0.0001240543,0.00017117495,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4647,L51826,L,303.3,311.4,1497,46.0,234,1,0.97837615,97.837616,Critical,TWF,0.99647516,0.99647516,0.0003676437,0.00013191035,0.09277765,High Tool Wear,즉시 점검 - High Tool Wear,TWF,High Tool Wear,공구 마모 및 교체주기 관리,Tool Wear 추세 및 공구 교체주기 모니터링,Critical
4648,L51827,L,303.3,311.4,1958,21.5,0,0,0.0005056688,0.050566882,Low,Normal,0.00034414526,3.6576315e-05,0.00034414526,0.0001804241,4.7458685e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4649,L51828,L,303.3,311.4,1630,32.5,2,0,0.0002893164,0.02893164,Low,Normal,0.00034414526,1.055511e-05,0.00034414526,0.0001804241,4.7458685e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4650,M19509,M,303.3,311.4,1395,59.1,4,0,0.22790015,22.790014,Medium,HDF,0.006967232,7.9359725e-06,0.006967232,0.0005170324,0.00039510147,High Air Temp + Low Temp Diff,추세 모니터링 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,High
4651,L51830,L,303.3,311.4,1658,30.5,7,0,0.0003584151,0.03584151,Low,Normal,0.00034414526,3.867615e-05,0.00034414526,0.0001804241,4.7458685e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4652,L51831,L,303.2,311.4,1349,51.1,9,1,0.9983966,99.83966,Critical,HDF,0.9999089,4.0897507e-06,0.9999089,7.8627505e-05,4.9065886e-05,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4653,L51832,L,303.1,311.2,1452,52.9,11,0,0.003930248,0.39302477,Low,Normal,0.0009813298,9.201629e-06,0.0009813298,0.00010693731,0.00024000037,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4654,M19513,M,303.1,311.1,1594,35.5,13,0,0.0012817938,0.12817939,Low,Normal,0.0005046435,7.332429e-06,0.000373672,0.0005046435,3.440668e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4655,M19514,M,303.1,311.0,1510,47.6,16,0,0.012647068,1.2647069,Low,Normal,0.0007315626,1.7406432e-05,0.00045763297,0.0007315626,3.474395e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4656,L51835,L,303.1,311.1,1854,22.6,19,0,0.00040752534,0.040752534,Low,Normal,0.00036154126,2.7222997e-05,0.00036154126,8.7504166e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4657,L51836,L,303.1,311.2,1626,32.3,21,0,0.00035795363,0.035795365,Low,Normal,0.00036154126,1.5851858e-05,0.00036154126,8.07455e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4658,L51837,L,303.1,311.2,1628,35.2,23,0,0.00084392435,0.084392436,Low,Normal,0.00036154126,9.112581e-06,0.00036154126,7.887729e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4659,L51838,L,303.1,311.2,1679,34.8,25,0,0.0007444293,0.07444293,Low,Normal,0.00036154126,6.473413e-06,0.00036154126,9.841947e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4660,M19519,M,303.1,311.2,1489,44.5,27,0,0.0032026751,0.32026753,Low,Normal,0.00047093548,9.688369e-06,0.00045983333,0.00047093548,3.440668e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4661,L51840,L,303.2,311.2,1439,43.9,30,0,0.016913407,1.6913407,Low,Normal,0.00031174705,8.85412e-06,0.00031174705,8.764321e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4662,L51841,L,303.3,311.3,1350,48.1,32,1,0.9983758,99.83758,Critical,HDF,0.9995555,6.1180035e-06,0.9995555,7.476212e-05,4.0437786e-05,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4663,H34076,H,303.3,311.2,1607,31.7,34,0,0.00032730834,0.032730833,Low,Normal,0.00044117047,1.6652913e-05,0.00044117047,0.00018499012,3.6381334e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4664,L51843,L,303.3,311.3,1389,53.9,39,0,0.04899795,4.899795,Low,Normal,0.008071534,5.8755422e-06,0.008071534,6.698625e-05,0.00019163238,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4665,M19524,M,303.3,311.3,1566,46.1,41,0,0.0015827798,0.15827797,Low,Normal,0.0003490482,1.1812493e-05,0.0003490482,0.0003152926,3.673796e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4666,M19525,M,303.4,311.4,1307,54.0,44,1,0.9984017,99.84017,Critical,HDF,0.9999374,7.5241855e-06,0.9999374,0.00026535854,4.8157035e-05,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4667,M19526,M,303.3,311.5,1569,36.6,47,0,0.0014028363,0.14028363,Low,Normal,0.00028863258,7.2565617e-06,0.00028863258,0.00022951963,3.6381334e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4668,H34081,H,303.3,311.4,1651,30.6,50,0,0.00061547774,0.061547775,Low,Normal,0.00030139062,3.529615e-05,0.00030139062,0.00011534719,3.6381334e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4669,H34082,H,303.3,311.4,1692,27.9,55,0,0.00059349823,0.059349824,Low,Normal,0.00028935418,3.6429905e-05,0.00028935418,0.00011534719,3.6381334e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4670,M19529,M,303.3,311.5,1373,47.3,60,1,0.9980101,99.80101,Critical,HDF,0.99970716,8.428714e-06,0.99970716,0.00036039966,3.1086347e-05,High Air Temp + Low Temp Diff,즉시 점검 - High Air Temp + Low Temp Diff,HDF,High Air Temp + Low Temp Diff,열환경 및 냉각 조건 관리,Air Temperature 및 Temperature Diff 동시 관리,Critical
4671,L51850,L,303.2,311.4,1610,35.5,63,0,0.00079336617,0.07933661,Low,Normal,0.00026810836,9.321803e-06,0.00026810836,6.4864354e-05,4.4882814e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4672,L51851,L,303.3,311.4,1511,43.4,65,0,0.0015492574,0.15492575,Low,Normal,0.00019138934,1.8046847e-05,0.00019138934,9.700258e-05,4.7458685e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4673,L51852,L,303.3,311.5,1412,55.6,67,0,0.0127594825,1.2759483,Low,Normal,0.0007347686,6.3228e-06,0.0007347686,4.8918762e-05,0.00043516382,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4674,L51853,L,303.4,311.5,1501,36.2,69,0,0.001182326,0.1182326,Low,Normal,0.00025938987,3.7050744e-05,0.00025938987,8.662991e-05,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4675,L51854,L,303.4,311.5,1414,44.8,71,0,0.031126276,3.1126275,Low,Normal,0.00023446823,1.3428707e-05,0.00023446823,4.7104557e-05,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4676,H34089,H,303.5,311.5,1629,33.5,73,0,0.0008275356,0.08275356,Low,Normal,0.0002648727,8.664777e-06,0.0002648727,0.00013429728,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4677,L51856,L,303.4,311.5,1879,21.3,78,0,0.0006921798,0.06921798,Low,Normal,0.00026185083,2.5031242e-05,0.00026185083,8.0588805e-05,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4678,H34091,H,303.5,311.6,1466,47.0,80,0,0.0069607985,0.69607985,Low,Normal,0.0002931394,1.250841e-05,0.0002931394,8.830671e-05,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4679,H34092,H,303.6,311.7,1476,40.1,85,0,0.0019688162,0.19688162,Low,Normal,0.00025792303,9.921839e-06,0.00025792303,9.8772056e-05,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4680,L51859,L,303.6,311.8,1695,30.7,90,0,0.001018416,0.1018416,Low,Normal,0.00023279159,1.7545826e-05,0.00023279159,0.00013363341,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4681,L51860,L,303.6,311.7,1491,39.8,92,0,0.0017851329,0.17851329,Low,Normal,0.0002491223,1.1404929e-05,0.0002491223,8.2600985e-05,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4682,M19541,M,303.6,311.8,1659,34.7,94,0,0.0020440873,0.20440874,Low,Normal,0.00025819443,5.1457964e-06,0.00025819443,0.00023674266,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4683,L51862,L,303.6,311.8,1567,31.7,97,0,0.00039882265,0.039882265,Low,Normal,0.0002316915,1.85905e-05,0.0002316915,8.2600985e-05,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4684,L51863,L,303.6,311.8,1736,32.9,99,0,0.0009751103,0.09751103,Low,Normal,0.00022473306,7.6180118e-06,0.00022473306,8.2600985e-05,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4685,M19544,M,303.6,311.8,1421,44.8,101,1,0.954427,95.4427,Critical,PWF,0.000223979,1.16630445e-05,0.00017100398,0.000223979,3.875708e-05,Power Condition,즉시 점검 - Power Condition,PWF,Power Condition,Power / RPM / Torque 조건 관리,Power / RPM / Torque 동시 모니터링,Critical
4686,M19545,M,303.6,311.8,1627,30.8,104,0,0.0010382007,0.10382007,Low,Normal,0.00024193763,2.0299665e-05,0.00024193763,0.000223979,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4687,M19546,M,303.5,311.6,1562,34.2,107,0,0.00093577,0.093577,Low,Normal,0.00025130727,6.715926e-06,0.00025130727,0.00024033767,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4688,L51867,L,303.5,311.6,2183,17.0,110,0,0.0008695882,0.086958826,Low,Normal,0.0002317947,6.292634e-05,0.0002317947,0.00010440201,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4689,L51868,L,303.5,311.6,1577,38.1,112,0,0.0019407156,0.19407156,Low,Normal,0.00023316631,3.324392e-05,0.00023316631,8.119263e-05,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4690,M19549,M,303.4,311.5,1560,36.4,114,0,0.0024605352,0.24605352,Low,Normal,0.00026076162,1.5343861e-05,0.00026076162,0.0002564875,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4691,M19550,M,303.4,311.5,1483,43.0,117,0,0.0041950927,0.41950926,Low,Normal,0.00045472034,1.0324526e-05,0.00018481628,0.00045472034,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4692,L51871,L,303.5,311.5,1535,33.3,120,0,0.00061950204,0.061950203,Low,Normal,0.0002466932,3.198425e-05,0.0002466932,8.967728e-05,5.055776e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
4693,M19552,M,303.4,311.4,1606,29.6,122,0,0.0011961557,0.11961557,Low,Normal,0.0002825632,5.7848752e-05,0.0002825632,0.0002787396,3.875708e-05,No Major Risk,정상 모니터링,Normal,No Major Risk,정상 상태 유지 및 모니터링,정상 상태 모니터링,Low
